Nama_Peserta,Essay_id,Answer,Score
533,2,"teknik membaca : teknik menyampaikan laporan dengan cara membuat laporan secara tertulis, kemudian menyampaikannya dengan membaca laporan yang telah dibuat tadi; teknik menghafal : teknik menyampaikan laporan dengan cara membuat laporan terlebih dahulu, kemudian menghafalkanya; teknik serta merta : teknik menyampaikan laporan secara langsung, tanpa menghafal dan tidak membaca; teknik outline : teknik menyampaikan laporan dengan cara membawa catatan yang berisi pokok-pokok laporan, kemudian mengembangkannya",5
533,3,"jumlah kata yang dibaca / waktu baca (detik) x 60 ; 240 /120 x 60 = 120 kpm , jadi dani dapat membaca 120 kata setiap menit",5
533,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
533,5,orientasi : gambaran umum tentang objek yang diulas; tafsiran : pandangan pengulas terhadap objek yang diulas; evaluasi : penilaian terhadap objek yang diulas; rangkuman : ringkasan / kesimpulan ulasan,5
534,1,lulusan : alumnus; rencana : kegiatan; keuntungan : laba; contoh : sampel; cara : melakukan; khayalan : imajinasi; pendapat : gagasan; pakaian : kostum; peringkat: ranking; tidak nyata : fiktif,5
534,2,"teknik membaca : menulis lalu dibaca; teknik menghafal : menulis lalu dihafal; teknik serta merta : tanpa naskah, tanpa menghafal; teknik outline : membuat gagasan, lalu mengembangkan gagasan tersebut",5
534,3,240/ 120 x 60 = 240 / 2 = 120 kpm,5
534,4,omset; hektare; saksama; silakan; sirup; zaman; apotek; modern; imbau; kuitansi,5
534,5,orientasi : gambaran tentang ulasan; rangkuman : kesimpulan dari ulasan; tafsiran : bacaan tentang ulasan,4
535,1,alumni/ us; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiksi,5
535,2,teknik membaca : teknik yang langsung membaca laporan tanpa menghafal laporannya setelah menyusun laporan; teknik menghafal : menyampaikan laporan dengan cara menghafalnya terlebih dahulu; teknik serta merta : menyampaikan laporan tanpa membaca & menghafal dengan yang diketahui oleh pembaca dengan serta merta; teknik outline : teknik dengan cara menggaris bawahi pokok2 laporan yang akan disampaikan ,5
535,3,240/ 120 x 60 = 120 kpm,5
535,4,omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
535,5,"orientasi : pendapat terhadap ulasan pementasan drama, eg : penokohannya tidak terlalu dipertegas dalam pementasan drama; tafsiran : pendapat pengulas terhadap pementasan drama; evaluasi : pendapat terhadap kekurangan2 dalam pementasan drama; rangkuman : kesimpulan yang dapat ditarik terhadap ulasan teks",5
615,1,alumni/ alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
615,2,membaca : menyampaikan laporan dengan membaca yang ditulis sebelumnya; menghafal : menyampaikan laporan dengan menghafal yang telah ditulis; serta merta : menyampaikan laporan tanpa membaca ataupun menghafal; outline : menyampaikan laporan dengan menulis gagasan lalu mengembangkan gagasan tersebut,5
615,3,jumlah kata/ waktu x 60 = 240/ 120 x 60= 120 kpm,5
615,4,omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
615,5,orientasi : gambaran umum mengenai objek; tafsiran : gambaran atau pendapat penonton mengenai objek; evaluasi : meneliti kekurangan objek; ranguman / ringkasan : rangkuman atau ringkasan secara keseluruhan,5
616,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
616,2,teknik membaca : membuat teks dan membacanya; teknik menghafal : menghafal semuanya; teknik serta merta : membaca dan menghafal; teknik outline : menulis teks dan dikembangkan,5
616,3,240/ 120 x 60 = 120 kpm,5
616,4,omset; hektare; saksama; silakan; sirup; zaman; apotek; modern; imbau; kuitansi,5
616,5,teks ulasan adalah teks yang diulas kembali,2
617,1,alumnus; rencana; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiksi,5
617,2,teknik serta merta : teknik menyampaikan laporan tanpa teks dan tanpa persiapan; teknik outline : teknik menyampaikan laporan dengan menyiapkan laporan berupa gagasan pokok kemudian mengembangkan sendiri; teknik menghafal : teknik menyampaikan laporan dengan cara menghafal seluruh isi teks; teknik membaca : teknik menyampaikan laporan dengan cara membaca seluruh isi teks,5
617,3,240/ 120 x 60 = 120 kpm,5
617,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
617,5,orientasi : gambaran umum teks ulasan; tafsiran : penafsiran hal yang diulas; evaluasi : hal - hal yang harus diperbaiki; ulasan : gambaran secara rinci tentang objek,5
